elapsed_s,final_metric,method,timestamp,total_time
0.104672,0.9802744425385935,Non-Incremental BLS,2026-05-28 10:35:08,0.07301491600082954
0.921327,0.11320754716981132,Incremental BLS,2026-05-28 10:35:09,0.7156077079998795
1.396605,0.9802744425385935,TiBLS,2026-05-28 10:35:09,0.37876874898938695
1.662878,0.9708404802744426,Approximation Method,2026-05-28 10:35:10,0.16813654099678388
1.85247,0.9802744425385935,RI-BLS,2026-05-28 10:35:10,0.09245104101137258
2.506663,0.9802744425385935,IMF-BLS (Ours),2026-05-28 10:35:10,0.5583469569974113
