elapsed_s,final_metric,method,timestamp,total_time
3.268155,0.732125,Non-Incremental BLS,2026-05-28 10:38:10,3.0413112500027637
47.624451,0.1055,Incremental BLS,2026-05-28 10:38:54,43.29234625100071
71.956156,0.732125,TiBLS,2026-05-28 10:39:18,23.26303212599305
82.94193,0.634625,Approximation Method,2026-05-28 10:39:29,9.942083791996993
89.383312,0.732125,RI-BLS,2026-05-28 10:39:36,5.387145790999057
120.211779,0.732125,IMF-BLS (Ours),2026-05-28 10:40:07,29.795299250006792
