elapsed_s,final_metric,method,timestamp,total_time
0.040493,0.84625,Non-Incremental BLS,2026-05-28 10:38:06,0.02327316699665971
0.218793,0.29375,Incremental BLS,2026-05-28 10:38:06,0.16235737299575703
0.324131,0.84625,TiBLS,2026-05-28 10:38:06,0.08916079100163188
0.394125,0.7525,Approximation Method,2026-05-28 10:38:06,0.05266799900709884
0.443962,0.84625,RI-BLS,2026-05-28 10:38:06,0.032220125998719595
0.618508,0.84625,IMF-BLS (Ours),2026-05-28 10:38:06,0.15840083301009145
