elapsed_s,final_metric,method,timestamp,total_time
2.246513,0.9959310344827587,Non-Incremental BLS,2026-05-28 10:35:53,1.9258600829998613
70.988445,0.7711724137931034,Incremental BLS,2026-05-28 10:37:01,67.5658840410033
109.687584,0.9959310344827587,TiBLS,2026-05-28 10:37:40,37.566294083990215
115.920817,0.9953103448275862,Approximation Method,2026-05-28 10:37:46,5.091380415993626
119.445549,0.9959310344827587,RI-BLS,2026-05-28 10:37:50,2.3780514579993905
135.222259,0.9959310344827587,IMF-BLS (Ours),2026-05-28 10:38:06,14.6305761659969
